option,rooms,area,floor,total_floors,house_type,condition,price
For sale,2,53,2,5,Masonry,All amenities,"€ 55,000"
For sale,4,188,1,3,Masonry,All amenities,"€ 49,000"
For rent,3,81,3,6,Masonry,All amenities,€ 780
For sale,4,86,2,5,Panel,All amenities,"€ 125,000"
For sale,4,140,3,5,Masonry,All amenities,"€ 498,000"
For sale,3,94,2,7,Masonry,All amenities,"€ 224,500"
For rent,2,100,5,5,Brick,All amenities,€ 700
For sale,2,63,4,5,Brick-Panel,All amenities,"€ 135,000"
For sale,2,43,5,9,Panel-Brick,All amenities,"€ 95,777"
For rent,1,38,2,9,Brick-Panel,All amenities,€ 35
For rent,1,45,3,10,Panel,All amenities,€ 230
For rent,1,31,3,5,Panel,All amenities,€ 30
For sale,1,53,1,9,Brick-Panel,All amenities,"€ 35,000"
For rent,1,38,4,5,Panel,All amenities,€ 220
For rent,2,55,2,3,Masonry,All amenities,€ 30
For sale,3,66,5,5,Panel-Brick,All amenities,"€ 55,000"
For sale,3,108,6,6,Panel-Brick,All amenities,"€ 145,000"
For sale,2,50,5,5,Panel,All amenities,"€ 47,500"
For sale,1,17,5,5,Brick,Partial amenities,"€ 8,700"
For rent,1,35,3,5,Panel-Brick,All amenities,€ 330
For sale,3,77,3,7,Masonry,All amenities,"€ 122,000"
For sale,3,75,3,7,Masonry,All amenities,"€ 124,000"
For sale,3,91,6,23,Panel-Brick,All amenities,"€ 199,400"
For rent,1,30,2,5,Brick,All amenities,€ 250
For sale,4,105,7,8,Brick-Panel,All amenities,"€ 99,000"
For rent,3,76,5,9,Brick,All amenities,€ 590
For sale,4,84,2,5,Masonry,All amenities,"€ 149,810"
For sale,3,59,4,5,Panel,All amenities,"€ 55,000"
For rent,2,55,5,5,Brick,All amenities,€ 300
For rent,3,63,7,8,Panel,All amenities,€ 350
For sale,3,76,5,6,Masonry,All amenities,"€ 110,000"
For sale,3,69,3,5,Brick-Panel,All amenities,"€ 92,750"
For rent,3,91,4,6,Panel,All amenities,€ 850
For rent,2,30,3,4,Masonry,Partial amenities,€ 180
For rent,1,34,2,3,Masonry,All amenities,€ 390
For sale,2,60,2,4,Brick,All amenities,"€ 180,000"
For sale,3,79,2,5,Brick-Panel,All amenities,"€ 81,000"
For rent,2,40,1,5,Brick-Panel,All amenities,€ 320
For sale,2,33,4,4,Masonry,All amenities,"€ 49,000"
For sale,4,81,2,2,Wood,All amenities,"€ 103,000"
For sale,2,28,1,4,Masonry,All amenities,"€ 37,000"
For rent,2,43,5,6,Brick-Panel,All amenities,€ 520
Other,1,15,7,,Panel,All amenities,€ 175
For sale,2,47,3,5,Panel,All amenities,"€ 40,500"
For sale,2,33,1,5,Masonry,All amenities,"€ 49,990"
For sale,2,55,2,5,Masonry,All amenities,"€ 73,990"
For sale,2,37,2,6,Masonry,All amenities,"€ 87,990"
For sale,2,39,4,5,Masonry,All amenities,"€ 64,990"
For sale,1,29,1,5,Masonry,All amenities,"€ 43,990"
For sale,1,22,4,5,Masonry,All amenities,"€ 41,442"
For sale,2,40,4,6,Masonry,All amenities,"€ 58,990"
For rent,2,49,1,7,Brick,All amenities,€ 500
For sale,2,37,2,6,Masonry,All amenities,"€ 84,990"
For sale,1,26,4,5,Masonry,All amenities,"€ 49,400"
For sale,2,40,2,6,Masonry,All amenities,"€ 64,990"
For sale,4,74,5,5,Brick-Panel,All amenities,"€ 86,000"
For sale,2,39,3,4,Brick,All amenities,"€ 45,000"
For sale,1,16,2,5,Masonry,All amenities,"€ 47,000"
For sale,3,112,2,4,Masonry,All amenities,"€ 142,000"
For sale,2,85,1,4,Panel,All amenities,"€ 115,000"
For sale,3,81.3,6,6,Panel,All amenities,"€ 115,000"
For sale,1,32,4,5,Brick-Panel,All amenities,"€ 33,500"
For sale,2,44.6,1,5,Brick,All amenities,"€ 36,000"
For sale,1,28,1,2,Wood,Partial amenities,"€ 22,000"
For sale,3,55,2,5,Panel,All amenities,"€ 40,000"
For sale,2,52,4,5,Masonry,All amenities,"€ 59,500"
For rent,1,5,1,5,Brick,All amenities,€ 120
For sale,3,80,2,5,Brick,All amenities,"€ 142,000"
For rent,2,49,2,5,Brick-Panel,All amenities,€ 250
For rent,1,15,3,4,Brick,All amenities,€ 200
For sale,1,22,2,2,Wood,All amenities,"€ 15,000"
For sale,2,51,6,9,Panel,All amenities,"€ 53,000"
For sale,2,45,4,5,Brick,All amenities,"€ 40,000"
For rent,4,102,2,3,Panel-Brick,All amenities,€ 800
For sale,3,72,8,9,Panel,All amenities,"€ 125,000"
For rent,1,35,3,6,Masonry,All amenities,€ 550
For rent,2,70,1,9,Panel-Brick,All amenities,€ 450
For sale,1,27,1,5,Panel,All amenities,"€ 25,000"
For sale,2,50,3,9,Panel,All amenities,"€ 51,000"
For sale,2,50,2,5,Panel,All amenities,"€ 53,000"
For sale,4,91,3,5,Brick-Panel,All amenities,"€ 100,000"
For rent,1,35,5,9,Panel,All amenities,€ 230
For sale,3,112,2,6,Masonry,All amenities,"€ 320,000"
For sale,4,89,2,6,Panel-Brick,All amenities,"€ 199,500"
For sale,4,76,6,9,Panel,All amenities,"€ 89,000"
For sale,1,31,1,2,Wood,Partial amenities,"€ 11,900"
For rent,1,30,3,5,Brick,All amenities,€ 400
For rent,1,30,12,12,Brick-Panel,All amenities,€ 290
Other,1,30,4,5,Brick,All amenities,€ 10
Change,2,,9,9,,All amenities,
For sale,2,32,1,4,Masonry,All amenities,"€ 19,000"
For rent,2,77,3,6,Masonry,All amenities,€ 700
For sale,2,47,4,9,Panel,All amenities,"€ 51,000"
For sale,2,50,8,9,Panel,All amenities,"€ 58,000"
For sale,3,140,8,12,Masonry,All amenities,"€ 179,800"
For rent,4,111.3,4,5,Brick,All amenities,€ 560
For rent,2,49,2,5,Panel,All amenities,€ 45
For sale,4,75,2,5,Brick,All amenities,"€ 57,000"
For sale,3,90,2,3,Masonry,All amenities,"€ 144,200"
For rent,2,50,2,5,Panel,All amenities,€ 550
For sale,3,57,4,5,Panel,All amenities,"€ 57,500"
For sale,2,48,4,5,Masonry,All amenities,"€ 62,000"
For sale,4,126,3,5,Masonry,All amenities,"€ 120,000"
For sale,2,47,3,5,Brick,All amenities,"€ 52,900"
For rent,1,22,2,2,Wood,Partial amenities,€ 180
For rent,1,46,3,5,Brick,All amenities,€ 400
For sale,2,50,2,5,Panel,All amenities,"€ 31,500"
For sale,2,44,1,5,Brick-Panel,All amenities,"€ 41,800"
For sale,2,43,1,1,Wood,Without amenities,"€ 5,500"
For sale,3,62,2,5,Brick,All amenities,"€ 63,500"
For rent,5,155,2,6,Masonry,All amenities,"€ 2,200"
For sale,3,78,2,9,Panel,All amenities,"€ 77,000"
For sale,1,39,4,5,Panel,All amenities,"€ 37,900"
For sale,2,51,2,5,Masonry,All amenities,"€ 105,000"
For rent,1,50,1,2,Masonry,All amenities,€ 430
For sale,3,59,1,5,Panel,All amenities,"€ 49,200"
For sale,3,54,5,5,Panel,All amenities,"€ 60,000"
For sale,4,118,4,5,Masonry,All amenities,"€ 596,000"
For sale,1,30,2,5,Brick,All amenities,"€ 42,000"
For sale,3,75,5,12,Panel,All amenities,"€ 85,000"
For sale,2,36,6,6,Brick-Panel,All amenities,"€ 29,500"
For sale,3,126,6,6,Panel,All amenities,"€ 273,000"
For sale,2,50,9,8,Panel,All amenities,"€ 47,000"
For sale,3,65,1,5,Masonry,All amenities,"€ 68,000"
For rent,1,14,3,5,Masonry,All amenities,€ 185
For sale,2,62,4,5,Brick,All amenities,"€ 67,500"
For sale,3,61,5,9,Panel,All amenities,"€ 53,500"
For sale,3,131,1,1,Masonry,All amenities,"€ 260,000"
For sale,4,96,3,10,Brick,All amenities,"€ 130,000"
For sale,1,28,1,5,Panel,All amenities,"€ 31,000"
For sale,1,20,2,4,Masonry,All amenities,"€ 72,000"
For sale,2,51,3,9,Panel,All amenities,"€ 52,900"
For rent,2,56,2,3,Brick-Panel,All amenities,€ 540
For sale,3,91,6,23,Masonry,All amenities,"€ 199,400"
For sale,3,90,2,6,Brick-Panel,All amenities,"€ 143,000"
For sale,3,105,1,4,Brick-Panel,All amenities,"€ 157,000"
For rent,3,89,17,30,Masonry,All amenities,€ 650
For rent,2,42,4,5,Panel,All amenities,€ 340
For sale,2,47,3,3,Brick,All amenities,"€ 65,000"
For sale,3,60,5,5,Panel,All amenities,"€ 49,000"
For sale,1,31,3,3,Masonry,Partial amenities,"€ 14,700"
For rent,2,55,5,8,Brick-Panel,All amenities,€ 49
For sale,4,83,5,8,Panel,All amenities,"€ 152,800"
For sale,5,143,3,5,Masonry,All amenities,"€ 255,000"
For rent,3,62,3,5,Brick,All amenities,€ 500
For sale,5,91,3,5,Panel,All amenities,"€ 162,100"
For rent,5,133,4,4,Masonry,All amenities,€ 950
For sale,3,82,2,6,Panel-Brick,All amenities,"€ 123,000"
For rent,2,61,3,6,Panel-Brick,All amenities,€ 780
For rent,3,81,7,7,Masonry,All amenities,€ 850
For rent,3,84,4,5,Masonry,All amenities,€ 950
For rent,3,104,3,4,Brick,All amenities,€ 780
For sale,2,67,2,6,Panel-Brick,All amenities,"€ 79,900"
For rent,1,30,4,8,Panel,All amenities,€ 380
For rent,1,26,3,8,Panel,All amenities,€ 350
For sale,3,195,2,3,Wood,All amenities,"€ 159,000"
For sale,2,45,1,5,Brick,All amenities,"€ 45,300"
For rent,3,68,5,5,Panel,All amenities,€ 370
For sale,5,134,1,3,Brick,All amenities,"€ 40,000"
For sale,3,99,1,3,Masonry,Without amenities,"€ 230,000"
For sale,2,35,3,5,Brick,All amenities,"€ 37,500"
For sale,2,47,2,5,Panel,All amenities,"€ 46,000"
For rent,1,31,4,5,Masonry,All amenities,€ 310
For sale,3,86,5,22,Panel,All amenities,"€ 158,000"
For rent,4,138,4,4,Masonry,All amenities,€ 700
For sale,2,49,2,4,Masonry,All amenities,"€ 99,000"
For rent,3,104,3,4,Brick-Panel,All amenities,€ 780
For sale,3,75,2,4,Masonry,All amenities,"€ 95,000"
For sale,1,31,5,5,Brick,All amenities,"€ 60,000"
For rent,3,104,6,6,Brick,All amenities,€ 700
For sale,2,51,2,9,Panel,All amenities,"€ 58,000"
For rent,2,38,2,3,Masonry,All amenities,€ 270
For sale,2,48,1,3,Brick,All amenities,"€ 45,000"
For sale,2,46,1,5,Panel,All amenities,"€ 41,000"
For sale,3,85,1,5,Masonry,All amenities,"€ 145,000"
For sale,3,92,4,5,Masonry,All amenities,"€ 160,000"
For rent,1,47,5,16,Panel,All amenities,€ 270
For sale,2,41,2,5,Brick,All amenities,"€ 39,999"
For sale,2,45,2,9,Panel,All amenities,"€ 89,999"
For sale,2,47,9,9,Panel,All amenities,"€ 76,999"
For sale,3,56,1,1,Panel,All amenities,"€ 59,990"
For sale,4,125,4,6,Masonry,All amenities,"€ 295,000"
For rent,2,63,4,5,Brick,All amenities,€ 350
For sale,3,63,5,9,Panel,All amenities,"€ 65,000"
For rent,2,64,2,9,Panel,All amenities,€ 325
For sale,1,33,2,9,Panel,All amenities,"€ 32,000"
For rent,3,85,5,5,Masonry,All amenities,€ 400
For sale,1,33,5,9,Panel,All amenities,"€ 34,000"
For sale,2,70,4,6,Masonry,All amenities,"€ 97,000"
For sale,2,60,8,9,Panel,All amenities,"€ 60,000"
For sale,3,124,5,9,Masonry,All amenities,"€ 190,000"
For sale,3,86,6,6,Masonry,All amenities,"€ 129,000"
For sale,3,53,6,6,Masonry,All amenities,"€ 133,000"
For sale,3,63,3,6,Panel,All amenities,"€ 57,000"
For sale,2,36,2,6,Masonry,All amenities,"€ 55,500"
For sale,4,84,2,5,Brick,All amenities,"€ 149,810"
For sale,2,64,3,5,Masonry,All amenities,"€ 126,400"
For sale,1,31,4,4,Masonry,All amenities,"€ 18,000"
For sale,3,84,1,2,Brick,All amenities,"€ 84,300"
For sale,2,55,3,3,Masonry,All amenities,"€ 64,000"
For sale,3,77,1,2,Wood,Partial amenities,"€ 43,000"
For sale,2,48,2,3,Brick,All amenities,"€ 48,000"
For sale,3,73,5,12,Panel,All amenities,"€ 65,000"
For rent,1,18,4,6,Brick,All amenities,€ 120
For rent,2,36,4,5,Masonry,All amenities,€ 420
For sale,3,64,1,9,Panel,All amenities,"€ 61,500"
For sale,1,32,12,12,Brick-Panel,All amenities,"€ 36,300"
For rent,3,85,5,5,Brick,All amenities,€ 620
For sale,2,100,7,6,Masonry,All amenities,"€ 215,000"
For sale,3,53,2,5,Brick,All amenities,"€ 65,000"
For sale,3,122,6,6,Brick-Panel,All amenities,"€ 115,000"
For rent,3,81,2,5,Masonry,All amenities,€ 995
For sale,2,40,2,3,Masonry,All amenities,"€ 43,500"
For sale,2,41,3,5,Brick,All amenities,"€ 37,000"
For sale,4,76,2,9,Brick-Panel,All amenities,"€ 83,000"
For sale,3,56,2,5,Panel,All amenities,"€ 37,000"
For sale,2,52,5,5,Panel,All amenities,"€ 49,980"
For rent,1,25,3,3,Masonry,All amenities,€ 23
Renting,1,,2,,,All amenities,€ 400
For rent,2,53,2,2,Wood,All amenities,€ 220
For rent,1,16,1,4,Brick,All amenities,€ 150
For rent,1,10,5,5,Brick-Panel,All amenities,€ 130
For rent,1,23,1,1,Wood,All amenities,€ 260
For rent,3,68,2,6,Masonry,All amenities,€ 480
For rent,2,48,6,9,Brick-Panel,All amenities,€ 320
For sale,1,22,2,2,Wood,All amenities,"€ 17,750"
For sale,1,34,2,3,Brick,Partial amenities,"€ 18,700"
For sale,3,60,1,5,Panel,All amenities,"€ 58,000"
For rent,2,60,2,6,Panel-Brick,All amenities,€ 60
For sale,4,90,2,9,Panel,All amenities,"€ 105,000"
For sale,4,89,2,9,Panel,All amenities,"€ 92,000"
For sale,3,84,2,4,Brick-Panel,All amenities,"€ 150,000"
For sale,3,46,1,5,Brick,All amenities,"€ 60,000"
For sale,1,27,3,5,Brick,All amenities,"€ 24,900"
For sale,1,32,6,9,Panel,All amenities,"€ 38,500"
For sale,2,46,3,5,Panel,All amenities,"€ 38,000"
For rent,2,58,9,10,Panel,All amenities,€ 330
For sale,2,44,1,5,Panel,All amenities,"€ 36,500"
For rent,3,63,9,9,Panel,All amenities,€ 350
For rent,2,40,1,5,Panel-Brick,All amenities,€ 300
For sale,3,89,6,7,Brick,All amenities,"€ 169,000"
For rent,1,20,4,5,Masonry,All amenities,€ 330
For sale,1,23,2,2,Wood,All amenities,"€ 13,700"
For sale,2,46,3,5,Brick-Panel,All amenities,"€ 45,700"
For sale,2,43,1,2,Masonry,All amenities,"€ 44,200"
For rent,1,20,2,6,Masonry,All amenities,€ 25
For rent,1,40,1,7,Panel,All amenities,€ 250
For rent,3,75,4,5,Masonry,All amenities,€ 55
For rent,3,47,3,3,Masonry,All amenities,€ 540
For sale,1,38,5,5,Brick,All amenities,"€ 28,880"
For sale,2,49,5,5,Panel,All amenities,"€ 44,500"
For sale,3,61,3,5,Panel,All amenities,"€ 46,900"
For sale,2,44,4,5,Brick,All amenities,"€ 39,000"
For rent,1,22,1,5,Masonry,All amenities,€ 250
For rent,2,58,4,4,Brick-Panel,All amenities,€ 450
For sale,4,72,3,4,Brick,All amenities,"€ 75,000"
For rent,5,130,4,5,Masonry,All amenities,€ 990
For sale,3,67,2,5,Brick,All amenities,"€ 113,000"
For sale,2,51,2,9,Panel,All amenities,"€ 45,000"
For sale,2,60,10,8,Panel,All amenities,"€ 60,000"
Change,2,,8,,Panel,All amenities,
For sale,3,67,5,5,Brick-Panel,All amenities,"€ 60,000"
For sale,3,88,3,5,Masonry,All amenities,"€ 275,000"
For sale,2,50,1,9,Panel,All amenities,"€ 49,000"
For rent,3,75.9,4,5,Brick,All amenities,€ 500
For rent,2,75,3,6,Masonry,All amenities,€ 600
For rent,1,43,3,9,Panel,All amenities,€ 25
For rent,1,30,1,2,Wood,Partial amenities,€ 150
For rent,3,96,3,5,Brick-Panel,All amenities,€ 580
For sale,3,65,1,5,Brick-Panel,All amenities,"€ 53,000"
For rent,1,28,3,3,Brick,All amenities,€ 270
For rent,2,95,3,3,Brick,All amenities,€ 850
For sale,1,37,2,12,Panel-Brick,All amenities,"€ 32,000"
For sale,1,34,1,4,Wood,All amenities,"€ 14,500"
For rent,1,32,2,5,Brick,All amenities,€ 29
For sale,1,42,4,9,Panel,All amenities,"€ 43,000"
For sale,3,90,4,5,Masonry,All amenities,"€ 268,800"
For sale,3,73,6,7,Masonry,All amenities,"€ 168,000"
For sale,2,45,5,5,Panel-Brick,All amenities,"€ 44,000"
For sale,2,51,5,5,Panel,All amenities,"€ 57,000"
For rent,1,34,2,9,Panel,All amenities,€ 280
For sale,4,115,1,6,Masonry,All amenities,"€ 140,000"
For sale,3,62,1,9,Panel,All amenities,"€ 52,500"
For sale,4,110,18,22,Panel,All amenities,"€ 325,000"
For sale,3,73,1,5,Panel,All amenities,"€ 115,000"
For rent,2,42,2,2,Brick,All amenities,€ 280
For sale,3,62,8,9,Panel,All amenities,"€ 57,000"
For rent,2,48,3,5,Panel,All amenities,€ 25
For sale,2,36,2,1,Masonry,Partial amenities,"€ 16,500"
For sale,2,42,5,5,Brick,All amenities,"€ 29,000"
For sale,3,56,5,5,Panel,All amenities,"€ 35,000"
For rent,1,20,5,6,Masonry,All amenities,€ 25
For sale,2,44,3,5,Panel,All amenities,"€ 57,000"
For sale,1,34,2,5,Brick,All amenities,"€ 30,000"
For rent,3,76,5,9,Panel,All amenities,€ 400
For sale,3,76,8,10,Panel,All amenities,"€ 78,000"
For sale,2,40,2,2,Wood,All amenities,"€ 45,000"
For rent,1,38,1,5,Panel,All amenities,€ 250
For rent,3,87,9,9,Panel-Brick,All amenities,€ 600
For sale,5,140,3,10,Panel,All amenities,"€ 105,000"
For rent,1,30,6,12,Brick-Panel,All amenities,€ 330
For rent,1,34,8,9,Panel,All amenities,€ 35
For sale,2,43,5,5,Brick,All amenities,"€ 39,000"
For sale,3,77,2,9,Panel,All amenities,"€ 79,000"
For rent,2,66,14,24,Panel,All amenities,€ 690
For rent,1,25,2,5,Masonry,All amenities,€ 240
For rent,3,104,6,10,Panel-Brick,All amenities,€ 800
For sale,4,88,2,12,Brick,All amenities,"€ 128,000"
For sale,3,88,2,12,Brick,All amenities,"€ 128,000"
For sale,2,51,5,5,Masonry,All amenities,"€ 79,000"
For sale,4,145,4,5,Masonry,All amenities,"€ 210,000"
For sale,1,33,4,5,Brick-Panel,All amenities,"€ 35,500"
For sale,2,30,1,2,Wood,All amenities,"€ 21,500"
For sale,2,46,2,3,Brick-Panel,All amenities,"€ 47,000"
For rent,2,62,4,5,Brick-Panel,All amenities,€ 750
For rent,4,90,2,2,Masonry,All amenities,"€ 1,500"
For sale,1,42,4,5,Panel,All amenities,"€ 35,900"
For sale,3,59,2,9,Panel,All amenities,"€ 54,500"
For rent,1,27.5,2,5,Panel,All amenities,€ 219
For sale,5,120,4,5,Masonry,All amenities,"€ 135,600"
For rent,2,72,2,4,Masonry,All amenities,€ 550
For rent,1,35,1,5,Panel-Brick,All amenities,€ 230
For sale,2,49,2,2,Wood,All amenities,"€ 34,300"
Buying,3,,,,,All amenities,
For sale,1,34,1,2,Brick,All amenities,"€ 37,000"
For rent,1,20,1,5,Masonry,All amenities,€ 125
For rent,2,43,3,3,Masonry,All amenities,€ 320
For sale,2,55,2,2,Wood,All amenities,"€ 62,000"
For sale,3,58,1,3,Masonry,All amenities,"€ 87,000"
For sale,3,98,2,2,Wood,All amenities,"€ 160,000"
For sale,2,51,4,4,Masonry,All amenities,"€ 66,000"
For rent,3,61,2,6,Masonry,All amenities,€ 500
For sale,2,52.3,4,4,Masonry,All amenities,"€ 67,990"
For sale,1,12,2,4,Masonry,All amenities,"€ 44,990"
For sale,2,25,2,4,Masonry,All amenities,"€ 69,990"
For rent,3,64,2,5,Brick,All amenities,€ 600
For sale,1,49,11,16,Panel,All amenities,"€ 44,000"
For sale,3,110,2,3,Brick-Panel,All amenities,"€ 175,000"
For sale,2,74.4,4,5,Masonry,All amenities,"€ 135,000"
For rent,2,44,1,2,Wood,All amenities,€ 280
For sale,3,82,2,4,Masonry,All amenities,"€ 90,000"
For sale,4,131,2,6,Panel-Brick,All amenities,"€ 110,000"
For rent,2,58,2,4,Masonry,All amenities,€ 450
For rent,1,30,4,5,Brick,All amenities,€ 230
For sale,2,46,3,5,Brick-Panel,All amenities,"€ 46,000"
For rent,3,89,3,4,Brick-Panel,All amenities,€ 50
For sale,1,18,3,3,Brick,All amenities,"€ 10,950"
For rent,1,25,5,5,Brick,All amenities,€ 23
For sale,3,55,2,5,Panel,All amenities,"€ 48,300"
For sale,1,30,1,4,Brick,All amenities,"€ 25,900"
For rent,1,13,5,5,Masonry,All amenities,€ 150
For sale,2,50,5,9,Panel,All amenities,"€ 57,500"
For rent,2,41,2,7,Panel-Brick,All amenities,€ 670
For sale,3,112,21,24,Masonry,All amenities,"€ 147,000"
For sale,3,220,5,6,Masonry,All amenities,"€ 299,000"
For sale,3,86,2,3,Brick,All amenities,"€ 310,000"
For sale,2,37,5,5,Panel,All amenities,"€ 38,000"
For sale,3,100,6,6,Brick,All amenities,"€ 125,999"
For sale,2,61,1,3,Brick,All amenities,"€ 185,000"
For rent,3,106,4,5,Brick,All amenities,€ 800
For rent,4,155,2,6,Brick,All amenities,"€ 1,200"
For sale,3,63,9,9,Panel,All amenities,"€ 54,900"
For sale,1,33,2,5,Panel,All amenities,"€ 35,000"
For sale,2,49,1,5,Panel,All amenities,"€ 40,500"
For sale,2,46,5,6,Masonry,All amenities,"€ 149,500"
For rent,5,165,2,3,Masonry,All amenities,"€ 1,500"
For rent,2,52,1,2,Brick,All amenities,€ 450
For sale,3,126,5,7,Masonry,All amenities,"€ 590,000"
For sale,3,82,3,6,Masonry,All amenities,"€ 136,000"
For sale,4,126,3,6,Masonry,All amenities,"€ 550,000"
For sale,4,115,6,6,Masonry,All amenities,"€ 550,000"
For sale,2,42,4,5,Panel,All amenities,"€ 52,832"
For sale,3,60,3,5,Panel,All amenities,"€ 60,000"
For sale,3,98,3,6,Masonry,All amenities,"€ 375,000"
For sale,2,47,5,5,Brick,All amenities,"€ 42,000"
For sale,3,56,5,5,Panel,All amenities,"€ 35,500"
For sale,4,89,3,5,Brick-Panel,All amenities,"€ 86,000"
For sale,2,41,2,6,Masonry,All amenities,"€ 140,000"
For sale,1,18,2,2,Wood,Partial amenities,"€ 8,200"
For rent,3,90,17,30,Masonry,All amenities,€ 650
For rent,4,105,4,24,Panel,All amenities,"€ 1,000"
For sale,1,32,1,2,Wood,All amenities,"€ 61,000"
For rent,4,200,5,5,Masonry,All amenities,"€ 2,900"
For rent,3,82,1,5,Brick-Panel,All amenities,€ 750
For rent,5,130,4,5,Masonry,All amenities,€ 990
For sale,3,93,5,27,Panel,All amenities,"€ 150,000"
For rent,5,175,1,5,Panel,All amenities,"€ 3,500"
For rent,3,83,4,5,Masonry,All amenities,€ 830
For sale,3,66,5,6,Masonry,All amenities,"€ 112,183"
For sale,3,59,9,9,Panel,All amenities,"€ 57,500"
For sale,4,137,1,2,Masonry,All amenities,"€ 180,000"
For sale,2,45,7,7,Masonry,All amenities,"€ 103,730"
For sale,3,83,2,6,Masonry,All amenities,"€ 198,960"
For sale,5,164,4,6,Masonry,All amenities,"€ 495,000"
For sale,3,109,6,6,Masonry,All amenities,"€ 295,000"
Buying,4,,,,,All amenities,
For sale,5,140,3,9,Panel,All amenities,"€ 105,000"
For sale,3,75,3,10,Panel,All amenities,"€ 90,000"
For sale,1,32,3,12,Brick,All amenities,"€ 29,500"
For sale,2,50,1,5,Panel-Brick,All amenities,"€ 45,500"
Buying,1,30,2,4,Panel,All amenities,
Other,3,48,4,9,Panel-Brick,All amenities,"€ 47,990"
For sale,2,40,5,5,Masonry,All amenities,"€ 42,000"
For sale,1,85,7,7,Masonry,All amenities,"€ 125,000"
For sale,3,54,5,1,Panel,All amenities,"€ 68,800"
For sale,1,13,5,5,Masonry,All amenities,"€ 6,800"
For sale,3,64,4,9,Panel,All amenities,"€ 55,000"
For sale,4,78,9,2,Panel,All amenities,"€ 83,500"
For sale,2,62,1,5,Panel,All amenities,"€ 91,900"
For sale,1,39,5,5,Brick-Panel,All amenities,"€ 33,000"
For sale,3,64,4,6,Masonry,All amenities,"€ 152,475"
For rent,3,75,1,5,Brick,All amenities,€ 700
For sale,3,73,1,5,Brick,All amenities,"€ 99,500"
For sale,2,51.1,1,9,Brick,All amenities,"€ 68,900"
For rent,1,21,1,5,Brick-Panel,All amenities,€ 225
For sale,2,52,3,5,Masonry,All amenities,"€ 115,000"
For sale,2,56,5,6,Brick,All amenities,"€ 112,000"
For sale,2,55,1,2,Wood,All amenities,"€ 32,500"
For sale,2,51,9,10,Brick-Panel,All amenities,"€ 69,900"
For rent,1,12,1,1,Panel,All amenities,€ 150
For sale,3,62,7,9,Panel,All amenities,"€ 59,000"
For sale,2,35,1,2,Wood,Partial amenities,"€ 7,490"
For sale,3,55,2,2,Wood,Partial amenities,"€ 17,690"
For rent,1,33,6,9,Panel,All amenities,€ 27
For sale,4,97,9,9,Panel,All amenities,"€ 109,000"
For rent,3,67,1,5,Panel,All amenities,€ 350
For sale,3,66,4,5,Brick-Panel,All amenities,"€ 57,000"
For sale,3,66,4,5,Brick-Panel,All amenities,"€ 57,000"
For rent,2,63,16,5,Panel-Brick,All amenities,€ 300
For rent,2,40,1,5,Masonry,All amenities,€ 400
For rent,2,74,4,4,Masonry,All amenities,€ 850
For sale,2,41,1,5,Masonry,All amenities,"€ 65,200"
For sale,6,290,2,5,Masonry,All amenities,"€ 395,000"
For sale,3,68,2,5,Brick,All amenities,"€ 135,000"
For sale,1,33,5,5,Brick,All amenities,"€ 75,000"
For sale,1,44,2,5,Masonry,All amenities,"€ 87,500"
For sale,1,51,5,23,Masonry,All amenities,"€ 99,000"
For rent,2,68,17,30,Panel-Brick,All amenities,€ 500
For sale,5,129,5,6,Masonry,All amenities,"€ 255,715"
For sale,5,92,4,6,Masonry,All amenities,"€ 183,677"
For sale,3,85,3,6,Masonry,All amenities,"€ 187,660"
For sale,2,61,3,6,Masonry,All amenities,"€ 140,070"
For sale,1,39,3,5,Panel,All amenities,"€ 30,750"
For rent,1,36,1,4,Brick,All amenities,€ 350
For rent,2,56,3,5,Masonry,All amenities,€ 600
For sale,3,87,2,5,Masonry,All amenities,"€ 168,800"
For sale,3,81,2,5,Masonry,All amenities,"€ 99,600"
Change,1,40,4,9,Panel,All amenities,
Buying,2,45,,,,All amenities,
For rent,4,153,2,5,Masonry,All amenities,"€ 1,500"
For sale,2,45.2,2,5,Panel,All amenities,"€ 52,000"
For sale,3,55,2,6,Masonry,All amenities,"€ 115,794"
For rent,2,45,3,4,Masonry,All amenities,€ 400
For sale,3,82,3,3,Masonry,All amenities,"€ 158,000"
For rent,1,19,3,3,Wood,All amenities,€ 140
For rent,1,30,2,2,Wood,All amenities,€ 160
For rent,1,35,2,5,Masonry,All amenities,€ 30
For sale,5,164,4,5,Masonry,All amenities,"€ 260,000"
For sale,3,86,3,7,Brick,All amenities,"€ 98,000"
For sale,5,109,5,5,Masonry,All amenities,"€ 150,000"
For sale,1,23,2,2,Wood,Partial amenities,"€ 14,900"
For rent,2,71,3,6,Masonry,All amenities,€ 500
For sale,4,236,7,7,Masonry,All amenities,"€ 575,000"
For rent,3,75,1,2,Brick,All amenities,€ 350
For sale,2,49,5,6,Masonry,All amenities,"€ 67,000"
For sale,1,20,2,2,Wood,All amenities,"€ 12,000"
For sale,3,65,6,9,Panel,All amenities,"€ 64,000"
For sale,2,50,4,9,Panel,All amenities,"€ 47,000"
For rent,2,50,3,6,Brick-Panel,All amenities,€ 490
For rent,2,65,2,6,Brick-Panel,All amenities,€ 550
For sale,2,45,1,2,Wood,Partial amenities,"€ 27,500"
